クッキー,ジングス,ポージン,カップル,シャーペン,ツンデレ,アースタ,クーデレ,ジューシー,ノタウロ,ベロチュー,ゴチャゴチ,ピンポー,シュークリ,タックル,ハッキリ,ジャングル,ブラコン,コントロ,シャンプー,キンシッ,メチャクチャ,ペットボ,パンプス
1,2,1,5,2,24,1,4,1,1,1,1,1,4,3,11,1,4,1,1,1,2,4,1
