カップル,コンドー,エンジン,チップス,ワンパン,キングサ,カンパン,ハッキリ,タップリ,メチャクチャ,ビショビシ,ペットボ,ブラウン,スーパー
1,1,3,2,1,1,1,3,2,1,1,2,4,4
