クッキー,カップル,ワンシー,ツンデレ,チョコチッ,ピーカー,コックリ,キーワー,ハッキリ,パッチリ,キンシッ,ポーカー,ブラウン,スーパー
30,2,1,1,1,1,1,2,6,1,1,1,4,2
