クッキー,プスブル,ジャーシー,カップル,シャーペン,スカウト,ツンデレ,リンピッ,グラシー,コンクリ,スーハー,パンチラ,ピーカー,デブスパ,ゴーグル,スポブラ,イチャバカ,イチャスポ,クッサク,ポンコツ,ブラブカ,カラコロ,ハッピー,ピンポー,ウロチョロ,ハードボ,バシャバシ,チャラブラ,クスフン,グーパン,ピンポン,ブラジャー,ガチャガチ,ドタバタ,クリアー,スパシー,グラウン,ペットロ,ビシャビシ,ブラコン,コントロ,シャンプー,ガタンガタ,ポンキー,ツーピー,ペットボ,パーキン,グスクー,スーパー,ピンポイ,ブーメラ,ガクブル,パンポー
1,1,6,24,1,1,6,1,1,1,1,3,3,1,3,1,1,1,1,17,1,1,1,3,1,1,7,1,1,4,3,23,2,1,1,1,4,1,1,5,1,4,1,12,1,1,2,1,10,3,1,1,1
