カランコロン,ピンキリ,ワンピー,ジャーシー,キーボー,カップル,シャーペン,マザコン,カーリン,チンピラ,カンベン,リンピッ,エンジン,ピンクサ,ビーカー,パチクリ,クラシッ,ボーリン,ボンクラ,ガーデン,ドタバタ,ハッキリ,デコボコ,カチャカチ,ガーリン,ヒーカッ,ペットボ,シャンパン,パンプス,スーパー
1,1,4,1,1,12,2,1,1,3,1,2,4,1,1,1,3,1,1,1,1,12,1,1,1,5,1,5,5,1
