クッキー,ワンピー,ポージン,カップル,ブルコン,リンキャッ,チンピラ,ムズアップ,ツンデレ,コンクリ,ジーパン,エンジン,ピーカー,ポンコツ,ポタリポタ,ブラブカ,パチクリ,ピンポー,ニタリン,チラリチラ,バシャバシ,カランカラ,バリカン,トンカツ,グラウン,キーワー,ヒーリン,ドタウン,ポツリポツ,ワンクッ,テラピー,シャンプー,キンシッ,プリチー,パーキン,スーパー,ワンドロ,トンタッ,ツルペタ,パーカッ
1,6,1,33,1,2,4,3,1,1,1,1,3,7,1,1,1,4,1,4,1,1,1,4,2,1,1,2,1,1,1,1,1,2,3,7,1,1,1,1
