ワンピー,ポージン,カップル,シャーペン,ツンデレ,コンクリ,ジーパン,ピーカー,メリカン,キングタ,ピンポー,カランカラ,グラウン,ハッキリ,シーズン,リーンピー,ジャングル,ペットボ,ワイトボ,スーパー,ピンポイ,スクリーン
5,1,3,4,1,1,2,1,1,1,1,1,5,21,1,1,1,3,2,5,1,1
