でかかっ,ちらこそ,にこちん,がぶつか,ぐらうん,むしゃくしゃ,かっぷる,かさすら,からめちゃ,よろめき,けたから,はっきり,からげー,うとする,よろしく,もそこそ,とこちら,がらもそ,ぷすすた,はっぴー,わなかっ,しっかり,うところ,もそぞろ,くんのお,めえから,のおむら,ぶつかっ,もそうだ,うかすら,するなよ,きーぱー,ことすら,こそする,するから,すること,かったら,しなかっ,くつもり,からどろ,きりしな,のおばさ,だらしな,たらとん,かってく,ことばか,げたがら,からこそ,しないじ,びんとこ,みしめた,かってか,にこびり,ひたすら,はきちん,いらする,ちんぴら,けたこと,しながら,いじめら
2,1,1,1,1,1,2,1,1,1,1,8,1,1,2,1,1,1,1,1,3,5,1,1,1,1,1,1,2,1,1,1,1,1,2,8,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,9,1,1,11,1,6,1
