ポージン,カップル,ツンデレ,ジューシー,スポスタ,トロベリ,グイベン,ピリオド,ハッキリ,アップバン,スカウン,ピンポイ,ジンクス
1,14,1,1,1,2,1,1,1,1,1,1,11
