コロンブス,ポージン,カップル,ワンシー,コンドー,ピーカー,チュッパチャ,イジメキ,プスピー,バンチュー,チンプリ,ガサゴソ,ボーリン,ガタンゴトン,グーパン,カーペッ,ワーアップ,グラウン,カチコチ,ヒーリン,ハッキリ,シーズン,パシャパシ,スーパー,ピンポイ,スクリーン
2,1,3,1,1,2,1,1,1,1,1,1,2,1,1,2,1,5,1,1,2,1,1,1,1,1
