クッキー,コロンブス,バンキン,カップル,プリクラ,チンピラ,ムズアップ,ツンデレ,ジーパン,エンジン,ポンコツ,カップラ,プリンプリ,ピンポー,パカブラ,ピンポン,ブラジャー,キャーカッ,スイオン,クラサク,ガンコン,パラシュー,キーワー,パッツン,チンパン,コントロ,キンシッ,ボンジュー,コンピュー,スーパー,スクリーン
8,1,1,5,7,3,4,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,10,1,3,1,1,1,4,1
