するとこ,はっきり,ずかしく,しながら,ころはっ,ことだっ,だったか,じくぷら,すっかり,かっぷる,こうから,もわかっ,すること,ついたら,のめずら,すごかっ,もりだっ,ずかしげ,ことさら,とこちら,からこく
1,2,2,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1
