くらすっ,かったた,うしてか,するとこ,はっきり,めたこと,うとする,ずかしく,しながら,ぼくさー,だったら,からつい,ことばっ,ほっこり,ことだっ,うだから,ぴーすた,へっどく,がたくさ,かたから,かぱかす,からしば,かりだっ,むずあっぷ,すること,きろめー,たらしく,しなかっ,めたぼく,ぱらから,もわから,かったっ,からかっ,かったら,たらこん,わなかっ,うとしな,うとぽか,ずっとこ,ばっちり,がしきり,こしてく
1,1,1,1,1,1,5,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,2,1,2,1,4,1,1,1,1,1,2
