がしたか,わなかっ,するぐら,さっぱり,つけてく,こんぴゅー,よろしく,がたくさ,しくすー,ばっかり,こんもわ,からずっ,わくしな
['\u3000機械音痴な彼は、ぱそこんもわーぷろも使えない。そもそも洗濯機でさえ回せるかどうか怪しい。だから、こんぴゅーたが普及した今でも手書き。でも、それが嬉しかった。その方が彼の体温を、考えを、想いを、直に感じられる気がしたから。'],[' 物語の中での私の夢は叶ったけれど、本当の私の夢は、叶ったようで叶わなかった。'],['\u3000彼は相変わらず紙に向き合い続けている。寝る時や食事をする時、お風呂に入る時など以外は、ずっと机の前にいる。たまに、資料収集に図書館や本屋さんに出かけたりするぐらい。そのときも、決まって彼はのーとを持っている。'],['\u3000肩まであった髪はさっぱりと短く切られている。それが、なんだか寂しかった。'],['\u3000ずっと見てた。あなたが名前をつけてくれた時からずっと。'],['\u3000機械音痴な彼は、ぱそこんもわーぷろも使えない。そもそも洗濯機でさえ回せるかどうか怪しい。だから、こんぴゅーたが普及した今でも手書き。でも、それが嬉しかった。その方が彼の体温を、考えを、想いを、直に感じられる気がしたから。'],['「今日はよろしくね、みうなちゃん」'],['\u3000周りには、そんな風にしてごみ箱に入り損ねたくしゃくしゃの紙がたくさん転がっていた。'],['\u3000風が涼しさを帯び始めた今日、彼は珍しくすーつを着ていた。'],['『あなたばっかり愛されてる』'],['\u3000機械音痴な彼は、ぱそこんもわーぷろも使えない。そもそも洗濯機でさえ回せるかどうか怪しい。だから、こんぴゅーたが普及した今でも手書き。でも、それが嬉しかった。その方が彼の体温を、考えを、想いを、直に感じられる気がしたから。'],['\u3000ずっと見てた。あなたが名前をつけてくれた時からずっと。'],['\u3000髪のないつるつる頭の私は、黄緑色にするか薄水色にするかで悩んでいる彼を、わくわくしながら見つめていた。']
