ごぼごぼ,ぽつぽつ
['\u3000逆流した血が口と鼻を塞(ふさ)ぎ、ごぼごぼと奇妙な音を立てては噴き出して、顔を汚す。'],['\u3000血で染まった天井から、ぽつぽつと雫が垂(た)れている。']
