ぎとぎと,がたがた
['\u3000私の顔面の醜悪さは、日を追うごとに酷くなっていく一方だ。ぎとぎとにてかった顔に、増え続けるにきび。'],['\u3000爪は噛み癖からがたがたになり、鬱屈した気持ちをどうにかしたくてりすとかっとするものの、両親に気づいてもらえないという不毛な日々を送る。']
