スクトッ,ブラウザ
['外部への連絡を絶たれた僕は落胆するが、僕はデスクトップにとあるフォルダがあることに気がつく。'],"['ブラウザを開き、情報を得ようとするが、ブラウザが開かない。', 'ブラウザを開き、情報を得ようとするが、ブラウザが開かない。']"
