するとこ,うとする,しながら,からだっ,ことだっ,すーぱー,ぶつけた,すること,しなかっ,ついさっ,もりだっ,からのめ,からこそ,さっぱり,しゅっぱー,さんだっ
1,3,1,1,2,1,1,2,2,1,1,1,5,1,1,1
