ばっちり,のささや,ぎょくよ,からつい,ふさわし,うとしな,だったか,たらしく,からしば,しくきら
['人さらいどもは、妙齢の娘を捕まえては宦官に売り酒代を稼いだか、それとも己の娘の身代わりにさせたのか猫猫にはどうでもいい話である。どんな理由があれ、とばっちりを受けたのは変わらないのである。\n'],['罵る女は後宮の最高権力者で、うつむく女はそれに次ぐ存在、狼狽えるのは侍女たちで、仲裁に入るのはすでに男でなくなった薬師だと、周りのささやきと風貌からわかった。\n'],"['「｜玉葉《ぎょくよう》さまのところも、｜梨花《りふぁ》さまのところにも」\n', '赤い髪に｜翡翠《ひすい》の目を持つ女性は、冷静に答える。西方の血を色濃く継ぐ｜玉葉《ぎょくよう》妃は顔を上げると医者の顔を見る。\n']",['小蘭からついでに聞いた話をすると、快くかわってくれた。\n'],['宮内では噂話が｜闊歩《かっぽ》する。それは、帝の御手付きの宮女の話やお世継ぎについて、はたまたいじめや｜僻《ひが》みによる悪評もあれば、うだる暑さにふさわしい怪談めいたものまである。\n'],['宮内に入る前は誉めそやされた美しい容姿であるが、所詮、井の中の蛙だったのであろう。｜絢爛《けんらん》の花々に気圧され、鼻っ柱を折られ、最近は部屋の外にも出ようとしなくなった。\n'],['三人の子どものうち、二人は公主だったからだ。男子にのみ継承権の与えられる中で、姫君を殺す理由などほとんどない。\n'],"['おしゃべりな下女、｜小蘭《しゃおらん》は猫猫が話しかけてきたことに興味を持ったらしく、その後もことあるごとに噂話を教えてくれた。\n', '小蘭は知っていることをすべて話すと満足したらしく、次の仕事に向かう。\n']",['好奇心に負けて後悔するのはそれからしばらくのことである。\n'],['周りは自分が今まで見た中で最も美しくきらびやかな世界、そして｜瘴気蠢《しょうきうごめ》く濁った｜澱《おり》の中だった。\n']
