はっきり,うとする,かりだっ
"['\u3000握手の為に右手を差し出してきた男は、はっきりと此方に敵意を向けて来た。', '\u3000あれは華奢な女が好きだから、その点まりえら姫はどうにも横幅があり過ぎる。謁見の間で初めて対面した際も、王太子がはっきり落胆の表情を浮かべるのをおーえんは目撃している。']",['「やっとお前を連れ戻せると言うのに、あの人達は山ほど土産を持たせようとするし、自分が迎えに行くと聞かないし。お陰で夜明け前に、こそこそ出立する羽目になったんだ」'],['\u3000未婚の王族、しかも隣国からの賓客と言う立場で訪れて一月半。警備の為にと王宮の一角に部屋を与えられ、王妃の後ろ盾を得たものの、結婚市場である舞踏会への出席は、最初のお披露目の一度だけ。あとは王妃のお眼鏡に叶った会へと参加するも、その輪はいささか年齢層も高く、伝統を重んじる御婦人方の集まりとあってはまりえらには窮屈なばかりだった。']
