はっこう,さくへこ,するぷりん,くっつい,こともご,がしたか,がくちく,ばらくす,はっきり,はらから,めたわた,くらいが,けっこん,がっこう,ことかり,からいじ,すっきり,しながら,せこけた,ことごと,するから,からわた,ことはた,ちかごろ,わいてく,うじむし,とろとこ,しなとこ,わたしな,ぬくもり,しくてか,だったか,うろうじ,すっかり,こうぶつ,すーぱー,かりのそ,もささや,めたとこ,びしょうじょ,かりのし,すること,ぶようじ,ずかしな,けたわた,とっくに,たらにこ,もわから,ことらん,ひたすら,もじしな,かったっ,がつくだ,ふかぶか,からこそ,するくら,さっぱり,とろうと,ふさわし,かったか,こうふく,こんわく,ざらつい,ごとぺっ
1,1,1,1,1,1,1,1,3,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,6,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,2,1,1,1,1,1
