がっこう,すっきり,からわた,わいてく,わたしな,すっかり,うとうし,おいてく,かりのそ,すること,ずかしな,とっくに,ことらん,するくら,ふさわし,けっこう
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
