じみする,ひっぱた,からこと,まじかっ,だったか,たっぷす,さんのこ,かりだっ,たらしく,ぼそうと,しなかっ,とっくに,わいどし,かったか
1,1,1,1,1,1,1,1,1,1,1,1,1,3
