ヘッドク,ピースタ,ムズアップ,ボクサー,キロメー
['息ができず、苦しい頭のなかに穏やかで優しい情景が浮かんでくる。振り子を見ればユダの揺りかご、蛇口の水は水拷問、帽子がきつかったらヘッドクラッシャー。何でも拷問に結び付ける、とち狂った自分の前にはいつも優しく微笑んでいる彼の姿があった。あの日々を失いたくはない！！'],['\u3000細いながらも健康的な肢体はいつもより少しだけ露出が増していた。ワンピースタイプの水着ではあるが、そこら辺の女性が下着と遜色ないほどの水着を身に付けているのより断然綺麗だと思った。'],['そう言ってわざとらしく左右を見渡す。おまけに首を傾げながらサムズアップ。'],['高校卒業後、体育系の大学に進学した俺は大手のスポーツメーカーに就職することができた。プロボクサーになることは叶わなかったが今は裏方として選手を支えている。'],['  俺の前には二階建ての一軒家があった。高校からおよそ三〇キロメートルの場所にあるそれは、赤いレンガの壁のモダンな家だった。彼女の居場所を指し示す青い点はずっとこの場に留まっている。額から噴き出す汗を拭う。肺に空気を送り込もうと息づかいは荒くなる。']
