ざわつい,するから,だったじ,ことはた,ことだっ,のーぶる,かっさら,ぞくする,もそのこ,すること,ばっかり,かつおー,めたから,からこそ,てかかっ,かったか,こんくー
1,2,1,1,1,1,1,1,1,4,2,1,1,1,1,2,10
