モゴモゴ,キラキラ,ガヤガヤ
['忠宏はシャーペンを片手に持ったまま、目線を下げた。コンタクトレンズに手を伸ばさないで、口をモゴモゴとさせた。「しまったなぁ」と小さな声で呟いた。'],['彼の瞳がキラキラと光っているように見えた。'],['ガヤガヤと騒がしい周囲と膜で隔てられたような空気のなか、穂乃果は瞬いた。']
