ずらする,はっきり,もじがば,うとする,にこびり,しながら,がぶつか,だってか,ばらだっ,からだっ,つらかっ,ことだっ,たじがば,ことしと,だったか,すっかり,かりだっ,すっごく,すること,しなかっ,ぐっとこ,もわから,わなかっ,うとしな,こんくー
1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1
