くにむか,ちらから,ぺこだっ,よろしく,こんとっ,ぼくもそ,うようだ,ことだっ,たっきり,さんがぼ,ころだっ,きりだっ,ぼくがた,がたくさ,うるさく,もそうだ,さんのこ,ことにこ,しなかっ,わらわな,がらぼろ,かったら,わなかっ,かったか,からぼく,からやい
1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1
