まざまざ,じわじわ
['\u3000いくら時代が移り変わろうとも忌み子は変わらず虐げられ迫害されているのだと、まざまざと感じさせられた瞬間だった。────これではこの地を｜呪《・》｜っ《・》｜た《・》｜意《・》｜味《・》｜が《・》｜な《・》｜い《・》ではないか。\n'],['\u3000ぶらんは無意識のうちに己の唇を噛んだ。あまりにも強く噛み過ぎたのか唇の端が切れ、｜沁々《じわじわ》と血が滲んでいく。それをはしたなくも舌舐めずりをして拭ってみれば、口腔内に鉄錆の匂いと味が充満する。自分の血は何とも不快で、どこまでも忌々しい味をしていた。その不快感の奥深くに潜んでいるのは……僅かながらの歓喜。もっと血を寄越せと鎌首を｜擡《もた》げた欲望を押し留めながら、ぶらんは捲った服を静かに下ろした。\n']
