だったぶ,べたつい,だったっ,すること,しなかっ,とっくに,もりだっ,めちゃくちゃ,しばかり,かったら,わなかっ,かったか,うしたら,かってく
1,1,1,1,2,1,1,1,1,1,1,2,1,1
