くだから,ぐちゃぐち,くつかち,はっきり,からもこ,ちらから,ごしたか,よろしく,ずかしく,しながら,ざわつい,ちらこそ,うところ,いがする,するから,さっそく,ばっくに,けたぴく,だったら,さくがっ,がったた,さんのそ,からたっ,だったか,たっぷり,すーぱー,もわかっ,うるさく,からしば,たらおい,からすら,かりだっ,さらにこ,てかけら,すくする,ばっかり,しなかっ,ざーとこ,とっくに,からずっ,だらしな,かったっ,ころから,とこちら,しばかり,からこそ,かったら,もこうし,さっぱり,ぎりへと,するがや,さんだっ,うしたら,いそうだ
1,1,1,2,1,1,1,3,1,13,1,1,1,1,3,1,1,1,5,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,2,1
