ザートコ,スーパー
['\u3000必要な物を揃え終えてレジに向かおうかと考えていると、突然前を歩く涼音のスピードが遅くなった。何事かと視線を追えばデザートコーナーのある一角を凝視していた。その姿に好感を覚えた亮司は、わざと涼音を追い越すようにして彼女の視線の先へと向かった。\n'],['\u3000運転して十分程で目的のスーパーに着いた。\n']
