からもそ,からこそ,ことだっ,すーぱー,すごいじ,ぐすこと,うとする
['\u3000二人の間には、それからもそれなりに色んなことがあった。彼女との交際は続き、就職が決まり、大学を卒業する。でも、どんな仲違いも、誤解も、すれ違いも、涙も、檸檬の奇跡でどうにかなる、そんな二人でもあった。'],['\u3000冗談や軽口を言わない。だからこそ、普通なら言えないような言葉だって、平気な顔で言うのだ。大学ではいつも一人で歩いていた。僕はそんな彼女が気になって声を掛け、ゆっくりと時間をかけて恋人になった。'],['\u3000あれは確か、付き合い始めて一年くらいした秋のことだった。'],['\u3000詩の話の翌日、僕は駅の近くのすーぱーで檸檬を買った。'],['\u3000いや、本当にすごいじゃないですかぁ。僕は雑誌を閉じて、お追従を述べた。それから貰った雑誌と共に、檸檬を買って、かなり早く家に帰った。携帯を見れば、恋人からの何でもない連絡があった。'],['\u3000当時の僕は、それなりに大変だった。心の中には、孤独と沈黙の大きな湖が広がっていた。悲しみを上手く、解きほぐすことが出来なかったのだ。'],['\u3000お昼休みの、学食から少し離れた人気(ひとけ)のないべんち。そこで手渡そうとすると、彼女は驚いていた。']
