はっきり,ついてか,ことだっ,けらかす,だったか,かっぷる,へとずぶ,すること,しくすっ,ひたすら,ことこそ,しくひそ,からこそ,うとしな
3,1,1,1,1,1,1,1,1,1,1,1,1,1
