ちらこち,はっきり,しながら,いがする,さっそく,ことすら,がみこん,かただっ,かったじ,もそうだ,うろつい,ばっかり,もわかり,ぱっくに,からふる,もわから,ころから,わいかっ,わなかっ,いそうだ
1,1,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
