のそうし,ずっとこ,かったか,だったか,がりのこ
['\u3000綺羅は檻に閉じ込められたように怯え戸惑い、事あるごとに和紗の背中に逃げ込んだ。男子たちは和紗を妬み、そして女子は女子で、綺羅のそうした態度を不愉快に捉えているようだった。'],['\u3000和紗は満ち足りた思いで綺羅と接していた。甘い砂糖菓子のような感情が和紗の胸の底から湧いた。湧水のようにそれは真ん丸の泡を伴い、和紗の日々を彩った。ずっとこんな日々が続けば良いのにと和紗は思った。'],['「学校でも庭でも、逢ってくれなかったから」'],['\u3000あの猫はどこに行ったのだったか。ある日、不意に姿を消した。'],['\u3000長閑な春の昼下がりのことだった。']
