ペットボ,フルコン,ツープラ,コントロ,グスタブ,ヘッドロ,ズースク,スカウト,ボクサー,ツートッ,タッグチ,ワイドシ,ヘッドバ,グズタブ,バックド
2,3,1,1,43,1,1,1,3,1,1,1,4,1,1
