うきから,うしてか,うずたか,がしたか,うとする,ことだっ,めらわな,ことがば,くださら,すること,くったっ,にたくさ,さってく,わなかっ,かったか,うとしな,うしたら
1,1,1,1,3,1,1,1,1,4,2,1,1,1,1,1,1
