ペットボ,ハッキリ,チビシャワ,トップク,カップラ,スッキリ,カップル,キーボー,サンプル,スーパー,テクノロ,サッパリ,クラスカ,サンキュー,ケットボ
2,5,1,2,1,3,1,1,1,29,1,1,1,1,1
