ひやひや,ぞくぞく,ぶるぶる,さらさら
['「それは違うよ。僕はあんまりぷれっしゃーが態度に出ないみたいでね。本当はいつも負けるんじゃないかってひやひやしてた」\n'],['\u3000全身をぞくぞくするような興奮が走る。\n'],['\u3000全速力で駆け抜けた後のように、体がぶるぶると震える。\n'],['\u3000大きなめがねに女の子が裸足で逃げ出すさらさらの長い髪の毛。\n']
