ケタケタ,パクパク,ポツポツ,ボロボロ
"['すると、一人、また一人と続いてこちらを見る。三人は僕の方を指差すと揃ってケタケタと笑い出して、何か言葉を投げ付けるように口をパクパクとさせた。', '他の少年らはそれをケタケタと笑い見下ろす。']","['猫はまたそれに顔を寄せクンクンと鼻を上下させると、先程とは違う食欲に満ちた表情で徐にパクパクと頬張った。とても、とても満足気な表情で。', 'すると、一人、また一人と続いてこちらを見る。三人は僕の方を指差すと揃ってケタケタと笑い出して、何か言葉を投げ付けるように口をパクパクとさせた。']","['ポツポツとすれ違うビニール傘を差す人達には見向きもせず、それとは逆方向に僕は歩を進め、細い路地裏へと入る。', 'ただのゴミ置き場であるその場所をしばらく見つめるが、穴の空いた開きっぱなしのビニール傘に当たった雨がポツポツと音を立ていることと、廃材になったのであろうトタン板が風に当たりギィギィと鳴いていること以外は特に変わった物は無い。']","['僕は手に持つボロボロの袋から半分中身の詰まった缶詰と、食べかけのコンビニ弁当、黒く焦げた一匹の魚を取り出すと、弁当のパックの上に盛り付ける。', 'ある日はボロボロの絵本。', 'もう誰も居ないしばらく放置されていた秘密基地は、雨に濡れたダンボールが縒れてボロボロになり、中に入っていたガラクタは汚れて散らばっている。', 'こんなにボロボロになってしまった僕をわざわざ助けに来てくれたんだね。']"
