ぐらいじ,はっきり,むかつい,たっすら,へこする,もだから,だったら,からつい,しなくちゃ,さんすら,さったら,うだから,だったか,がっかり,からすご,すっごく,たらしく,うしたど,からする,かったら,かったか
1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,2,1
