コンコン,ツンツン,パチパチ,ドキドキ,ニコニコ,コソコソ,ポツリポツリ,キョロキョロ
[' そう思い俺が本棚に手を伸ばしたその時、コンコンとドアをノックする音が聞こえて俺は動きを止めてドアの方を見る。\n'],['俺がそう言うと雫は肩を落としてしまった。なんか罪悪感あるな。などと思っていると肩をツンツンと突かれて\n'],[' とりあえず、一曲を歌い終えてマイクのスイッチを切る。隣では次に歌う曲を入れ終えて俺の歌を聴いていた雫がパチパチパチと小さく拍手をしていた。その間にも、画面には79点と得点が表示される。\n'],[' うん、俺が我慢すれば良いだけなのだと自分に言い聞かせて、気を紛らわすように操作パネルを手に取り曲を入力していく。隣に俺より内心ドキドキしてる人物がいる事を知らずに。\n'],"['は！？え、なんでこんなにニコニコしてるの！？いや、少しニヤけも入ってる？学校でいい事でもあったのか？\n', '「さっきからニコニコしてるけどいい事でもあったのか？」\n']",['「てか、お前昨日コソコソ見てたから知ってるだろ？」\n'],['その時、雫はケーキを食べる手を止めてポツリポツリと話し始めた。\n'],['だけど、まだ少し空気が冷たいかな...なんて考えながらいつもの通学路を歩いていると、道をキョロキョロを見回しては首を傾げる顔は位置的に見えないけど１人の女の子が居た。てか、あの制服ってうちの高校と同じか...とりあえず声かけてみるか。\n']
