そろそろ,どきどき,ぐいぐい,いそいそ,ごくごく,どんどん
['\u3000私は空きこま、彼女はでーと前。しかも彼女はそろそろ待ち合わせ時間が近いのだろう、すまほを何度か確認している。'],"['\u3000第一、あれほどの美形だと、そんな感情が沸いてこないのだ。見つめられてもどきどきするより、眼福ですありがとうございますという感情が真っ先にくる。', '\u3000淡い初恋はあった気がする。告白はできなかったけど、毎日どきどきもした気がする。そんな程度だ。', '「恋愛ってのはもっともどかしくてどきどきしてこう、淡く爽やかであるべきで」']",['\u3000ただ、嫌な訳ではないのだ。今まで散々鑑賞対象にした相手が、いきなり恋愛対象にしろとぐいぐい来るので色々困っているだけで……'],['\u3000そう思っていると、彼女はいそいそと荷物をまとめ、実にあっさりと私を置き去りにいなくなってしまった。'],['\u3000もちろん、今いる講義室の全員がこうな訳ではない。ごくごく普通の容姿をした人も、いっそこめんとしがたい人もいる。'],['\u3000そういう方針をずっと崩してこなかったのに、どんどん情報を拾ってしまう。']
