ブラザー,ピンヒー,ワンピー,キーボー,スカウト,ツンデレ,プルルン,ジーパン,ポンコツ,コンクー,カンプン,ピンポー,パーリン,フカメラ,ピッチリ,ドンリン,チンプン,グラウン,トンチン,ドンピシ,ハッキリ,ドカメラ,ブラコン,タップリ,シャンプー,ワイドシ,ペットボ,カラコン,スーパー,カンドキ,パンツル,スクリーン
1,2,4,1,1,1,1,1,2,3,1,12,8,1,1,6,1,5,1,1,8,1,1,1,4,2,2,3,4,3,1,2
