カリカリ,コンコン,ドキドキ,ビリビリ,ズタズタ,ブツブツ
['\u3000ゲームの内容も気になったがそれ以上に俺は何か違和感を感じていた。違和感の正体は考えるとすぐにわかった。それはパソコンが静かって事だ。普通のパソコンはハードディスクとかファンとかの回転体があって、起動するとカリカリと音がなったりファンの音が聞こえてくる。特にファンの音は、重たいゲームをしてる時なんかは結構うるさい。\n'],['\u3000授業が始まって、寝静まることによって静かになった教室で、数学の先生が黒板をコンコンと叩く。\n'],['\u3000いろんな意味でドキドキが止まらない。\n'],['\u3000そう言うと俺の隣にビリビリとノイズが走り、女の子が生成された。\n'],['\u3000しかし、半年のブランクは予想以上に大きかったようで、威勢よく飛び出したものの、敵プレイヤーにコテンパンにされてしまい、俺のプライドはズタズタにされてしまった。\n'],['「なぁにブツブツ言ってるの？」\n']
