けたくら,すかうと,がくえん,うとしな,はっきり,こちから,とこちら,からよろ,わなかっ,しっかり,きーぼー,けたとこ,わんばか,ざわめき,つらまじ,いらしく,するから,すること,かったら,くつもり,たっぷり,おいたら,たらすた,わいしゅん,でこちら,しくざわ,からこそ,ひたすら,しなこと,まじでぶ,かったっ,にこちら,しながら,いじめら
1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,2,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,5,1
