ワンピー,シャーペン,ボーリーン,ムズアップ,オタクツ,コテンパン,ピーカー,コンガリ,ポンコツ,コンクー,ボーリン,ワンツー,ケラカン,シュークリ,ドタワー,ワイトク,パープル,グラウン,シーズン,オンボロ,チンタラ,タップリ,シャンプー,ツーピー,ビショビシ,ブラバン,スーパー,クスカー,グスカー,ブーメラ,スクリーン
3,1,1,1,1,1,4,1,2,1,5,1,1,1,1,1,1,1,1,2,1,3,2,1,1,1,1,3,2,2,1
