ブラザー,カーボー,ワンピー,ガリベン,カップル,ツンデレ,コンクリ,ジーパン,クッキン,クスカリ,ガランガラ,ポンコツ,ブルピー,ハッピー,プルギス,ワンパタ,グイニコ,ワンタッ,ピンポン,カリグラ,ブルドン,ボンビー,プークス,グラウン,ハッキリ,シーズン,ジリスク,カタブツ,コントロ,ゴージト,スーパー
5,2,1,1,5,5,1,1,1,1,1,1,1,3,1,3,1,1,2,1,1,1,1,6,1,1,1,1,3,3,7
