クッキー,ワンピー,カップル,ワンシー,シャーペン,コンクリ,ピーカー,ガサゴソ,ピンポー,パッカー,ブルクリ,ドタバタ,グラウン,キーワー,ハッキリ,ポツリポツ,ブラコン,キンシッ,パンプス,スーパー,グスカー
6,1,4,2,1,2,9,1,2,1,1,1,4,1,1,3,3,2,1,1,1
