ドキドキ,ボロボロ,ニコニコ,ギリギリ,ニヤニヤ
"['\u3000俺がそう言うと、朱音は俺のすぐ隣に座った。肩はくっついているし朱音の顔は隣を向けばすぐそこにある。俺の心臓は鼓動が聞こえてしまうのではというくらいにドキドキしていた。\n', '\u3000多少はマシになったが心臓はドキドキしてるし、手のひらは汗でぐっしょりだ。\n', '\u3000だけど所詮俺が選んだ場所だ。自信なんてあるはずがない。どんな返事されるかもわからず、俺はとてもドキドキしていた。\n']",['\u3000森山のメンタルは授業開始当初とは比べ物にならい状態ようで今じゃボロボロだ。\n'],"['\u3000父さんと唯さん、二人してニコニコしながらそう言った。\n', '\u3000唯さんはニコニコしながらそう言った。\n']",['\u3000もちろん悠馬は全力で打ち返してこない。俺が打ち返せるギリギリの範囲で打ってくる。その為ラリーは続く。確かに俺から止めてそれで終了なんだけどそれだとなんだか悠馬に無条件降伏しているようで癪に障るから嫌だ。\n'],"['\u3000ニヤニヤしながら二人してそんなことを言った。\n', '\u3000俺たちはいっせいに食べ始めると、父さんがニヤニヤしながら話しかけてきた。\n', '\u3000今の俺の発言が面白かったようで、父さんはニヤニヤしていた。\n', '\u3000こういう時の父さんは、いつもニヤニヤしていて、子供みたいだ。\n']"
