ぽろぽろ,がばがば,ぼそぼそ,そろそろ,けらけら,ぽつぽつ,どんどん,ぎりぎり,ぐるぐる,にやにや
['\u3000が、俺が口を開く前にまやちゃんの瞳から涙がぽろぽろと零れ落ちた。\n'],['［＃中見出し］ep3・がばがばすとーかー対策会議。［＃中見出し終わり］\n'],['\u3000気が付くとまやちゃんは俯いたままぼそぼそと何事かを呟き続けていた。\n'],['「じゃあ、そろそろ帰ろうか。送って行くよ」\n'],['\u3000けらけらと笑う詩織の見た目は非常に派手だ。\n'],['\u3000以降、ぽつぽつと会話をしながらまやちゃんを自宅であるまんしょんまで送り、手を離す。\n'],"['\u3000まやちゃんの勢いに頭がどんどん真っ白になって行く。\n', '\u3000顔がどんどん熱くなり、鏡を見なくても真っ赤になっているのがわかる。\n']",['\u3000昼休みが終わるぎりぎりに戻ってくると教室内はまだ喧騒に包まれていた。\n'],['\u3000ともかく、そう言ったあらゆる感情がぐるぐると頭の中を巡り、ほぼ無意識に彼女に聞き返していた。\n'],['\u3000場所もわきまえずにやにやとする姿ははっきりいって異様。\n']
