からふら,よろしく,てくるん,はっぴー,まること,うところ,きんしっ,ぽいこと,もそうだ,かっぷり,ことぐら,すること,ぱっぱら,くっつけ,からこそ,からほか,こっから,こんちく,しながら,いじめら,べたする
1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1
