シャーペン,ピーカー,ピンポー,バシャバシ,スイオン,ドタバタ,グラウン,カステラ,カチャカチ,シャンプー,キンシッ,クダウン,パーカー,スーパー,スレチッ,ブラジリ,カックン
5,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1
