ブラザー,カランコロン,ボッサボサ,ワンピー,リンゴー,ジンジャー,ガラスポ,カップル,ワンシー,コンパク,グースカ,ジーガー,チンピラ,ブラボー,キングラ,クッキン,デコピン,ジューシー,ビンボー,メリカン,カンパー,カンプン,ジャンバリ,コロチー,チンチクリ,キューバリ,カードキ,ピンポー,ピョンピョコ,スクワー,グーグル,カランカラ,ブラジャー,ガチャガチ,ホクポテ,ドタバタ,チンプン,ワンカッ,カチコチ,スタグラ,キーワー,ピーカン,ハッキリ,コンサラ,ペッパー,シャンプー,プチプラ,ペットボ,ブツクサ,ワースポ,シャンパン,パーカー,ブラウン,パンプス,スーパー,キンピカ,ガクブル
2,1,1,8,1,1,1,13,1,1,1,1,19,1,1,3,2,3,1,1,1,1,1,1,3,6,2,3,1,2,1,6,3,3,1,1,1,2,1,5,1,1,1,1,1,1,1,1,3,1,4,8,1,3,14,2,2
