カップル,スカウト,プリクラ,ムズアップ,ツンデレ,ジーパン,チョコチッ,ピーカー,ポンコツ,ブラブカ,カンパー,ワンパタ,キーパー,カードキ,スイパラ,ピンポン,パンスタ,ガチャガチ,グラウン,ドンピシ,コントロ,キンシッ,ポーカー,ズタボロ,ペットボ,エンドロ,シャンカシャ,スーパー,ヨロシク,スクリーン
7,1,4,3,3,1,2,1,2,1,1,1,1,3,1,1,1,1,2,1,2,4,2,1,2,1,1,2,1,2
