ワンピー,カップル,シャーペン,ツンデレ,コテンパン,デコピン,ピーカー,ポンコツ,カンパー,ハッピー,ガサゴソ,ピンポー,バシャバシ,ワイカラ,クーリン,シャンプー,ヒーカッ,キンシッ,ポーカー,プルダブ,エンドロ,パンプス,スクリーン
1,21,2,1,1,1,3,12,2,1,1,1,1,1,1,1,2,3,3,1,1,1,1
