スパスタ,ワンピー,カップル,ムズアップ,ツンデレ,ドキワク,ブルパン,ハッピー,ピンポー,チョコクッ,ビシバシ,ブリザー,カーペッ,プラカー,プンテラ,ドンピシ,ブラコン,コントロ,ビーシッ,パシャパシ,キンシッ,ハードカ,マジドン,パーカー,ガクブル,スクリーン,パーカッ
1,2,16,1,2,1,1,2,3,1,3,5,1,1,1,1,1,1,2,2,1,2,1,3,1,1,1
