ポツリポツ,ワンピー,カーペッ,ブラコン,カップル,プリクラ
['その時、雫はケーキを食べる手を止めてポツリポツリと話し始めた。\n'],[' そして、この言葉を聞くのがこれで今日で10回目だ。今回の服は水色のワンピースに白色で薄目の生地のブルゾンっていうのを羽織った感じだ。\n'],['「そうですね、まず洋服を買いに行っていいですか？そのあとに当初の予定通りカーペットなんかを見て回りたいんですけど」\n'],['よし、第二のブラコンだ！\n'],[' 途中店員が俺と雫をお似合いのカップルと呼んで顔が熱くなるほど赤くなってしまった。やはり、そう見えてる人もいるのか。\n'],['あれから、ほかのゲームをしたりプリクラを一緒に撮らされたりしながら歩いていると、予定より5分ほど早い段階でカラオケの方から連絡が来た。その事を雫に伝える、かなり急かされるようにあのカラオケの場所に戻ってきた。\n']
