カップル,エンジン,バンチュー,チョコブラ,ボンキュッ,チョコカッ,タップン,ブラコン,コントロ,シャンプー,スーパー,ハーハッ,ブーメラ,プルジュー
13,3,1,1,1,1,2,1,4,4,2,1,1,1
