ちょくちょく,ころころ,うきうき,ぞろぞろ,そろそろ,じろじろ,おいおい,ごてごて,いらいら,こんこん,きらきら,がらがら,うじうじ,ちょいちょい,じめじめ,そわそわ
['ちょくちょくこの娘上から目線だよね。\n'],['話題がころころ変わるなほんと。\n'],['そんなどこかうきうきしている未亜の背中を見た由紀子はどこかちからの抜けた笑顔で呟いた。\n'],['ぞろぞろとほとんどの生徒たちが自分のくらすのてんと下から移動し始めた。\n'],"['「まぁ、まだ暑くはないけど。でもそろそろじめじめーっとしてくる時期だよね。わたし蒸し暑いの苦手なんだよねー」\n', 'そろそろ行かないと不味いから早く切り上げたい。\n', '「すいません、そろそろ行かないとなんで」\n', '「そろそろ電車来るので今度こそおさらばです」\n', '「まぁね。でもそろそろ怜もここに来るはずだよ」\n', '「3年前のあれは引き分けだったし、そろそろ決着つけてもいいんじゃないかな？」\n', '「そろそろ真面目に応援しないとな」\n']",['「むふふ、そんなにじろじろ見て、わたしの私服姿がそんなに良かったのかな〜？」\n'],['おいおい、日本語大丈夫？\n'],"['それはごてごての少女漫画だった。\n', 'ごてごてすぎると有名な作品で、俺も少し読んだことある。\n']",['それとこいつの口調はいらいら効果を引き上げている。\n'],"['こんこん、がちゃ\n', 'こんこん、がちゃ。\n']",['なんか脳内ふぃるたー越しにきらきらが視える。\n'],['それにしても、がらがらのてんとは妙に寂しいものだ。\n'],['「そううじうじするなって。たしかに超絶望級の伸び代ではあるが、努力するのに越したことはねぇ。だろ？」\n'],['怜もそうだが、ちょいちょいこいつら俺に毒を吐くよな。\n'],['「まぁ、まだ暑くはないけど。でもそろそろじめじめーっとしてくる時期だよね。わたし蒸し暑いの苦手なんだよねー」\n'],['なるほど、俺と目が合ってからそわそわしていたのはそういうことか。\n']
