キラビー,デコピン,ドンピシャ
"['キラキラビーム！！！', 'キラキラビームとは、俺のとってもプリティーで素晴らしい目線を相手に送る技だ。']",['そう言いながら、フッと微笑み俺のおでこに軽くデコピンして教室から出て行く。'],['はい。ドンピシャ。']
