ワンシー,スーハー,クリリン,メキシコ,パッチリ,スクリーン,ガクブル,カップル,キンシッ,クラスカ
['［＃中見出し］お風呂のワンシーン［＃中見出し終わり］\n'],['「スーハー」\n'],['\u3000肩にかかるほどの長さの茶髪を持つ、クリリンとした丸い目が特徴的な愛らしい女の子がそんなことを言ってきていた。\n'],['「それはもちろん、兄さんと私、二人の楽園ですけど………どこがいいです？ハワイですか？メキシコですか？フランスですか？イギリスですか？」\n'],['\u3000香澄が今気づいたかのように恵の方を指差した。指された恵はパッチリとした目で香澄を見据えていた。\n'],"['\u3000そのスクリーンを俺は覗き込んだ。\n', '\u3000映画本編が始まる前に予告や、CMが流れる。俺と恵はその時点で会話をやめて、お互いスクリーンの方を向いていた。\n']",['恵は俺の真ん前で肩をガクブルさせる。そりゃ、怖いわな。ガチトーンであんなこと言われたら。\n'],"['\u3000周りを見渡せばさすが遊園地と言うべきか、子連れの家族や、カップルなんかが多くみられた。そのなかでもカップルは人前で堂々といちゃつき始める。\n', '\u3000周りを見渡せばさすが遊園地と言うべきか、子連れの家族や、カップルなんかが多くみられた。そのなかでもカップルは人前で堂々といちゃつき始める。\n', '「いやだってカップルが行くもんだろ？それ」\n', '「逆説的に一緒に行けばカップルなんですよ。まあその貧相な体では男女関係なんて経験してないとは思いますが」\n', '\u3000香澄、なんでそんなに怒ってんの。握る手は強く、俺を逃さないようにしているし、さらにその体と体の距離も異様だ。もはやカップルだ。\n']","['\u3000兄弟のスキンシップ超えてるでしょ！\n', '\u3000まあ、ちょっと向こうのスキンシップが激しいのは認めるけど。そういう関係では一切ない。絶対ない。\n']",['「おう！」と返事を返すのはクラスカースト上位に君臨する猛者、久瀬隼人。それと同時に中学校時代からの友達であったりもする。\n']
