クッキー,クルパー,ワンピー,ポージン,キーボー,カップル,スイカッ,クーデレ,シックス,チングス,キンカツ,ボーリン,ベリグリ,カランカラ,カットボ,カーペッ,プリンクラ,キーワー,ハッキリ,ベリバリ,ブルピン,コントロ,シャンプー,ヒーカッ,キンシッ,コングラ,ズタボロ,パーカー,ワンバン,スーパー,ワイパー,ジャンボチ,スクリーン
2,1,7,3,3,1,1,1,1,1,1,14,1,3,2,1,1,1,1,1,1,1,2,1,1,4,1,18,1,5,12,1,1
